metric,model_a,mode_a,pooling_a,model_b,mode_b,pooling_b,5way_auc_a,5way_auc_b,diff,diff_ci_lo,diff_ci_hi,p_value
5way_auc,cinema_pretrained,ft-frozen,gap,sam_vit_base,ft-full,gap,0.9000,0.7580,0.1420,0.0463,0.2277,0.0000
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vits16,logreg,cls,0.9020,0.8275,0.0745,0.0287,0.1279,0.0000
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vits16,ft-full,gap,0.8982,0.6385,0.2597,0.1487,0.3513,0.0000
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vits16,ft-full,gap,0.9020,0.6385,0.2635,0.1486,0.3617,0.0000
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vits16,ft-frozen,gap,0.9020,0.8360,0.0660,0.0157,0.1163,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_large,logreg,gap,0.6232,0.8255,-0.2022,-0.2938,-0.1047,0.0000
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vits16,ft-full,gap,0.8570,0.6385,0.2185,0.1134,0.3093,0.0000
5way_auc,dinov3_vitl16,logreg,cls,sam_vit_base,ft-full,gap,0.8675,0.7580,0.1095,0.0296,0.1902,0.0000
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitb16,ft-full,cls,0.8675,0.6890,0.1785,0.0802,0.2806,0.0000
5way_auc,dinov3_vits16,ft-frozen,cls,dinov3_vits16,ft-full,gap,0.8420,0.6385,0.2035,0.0828,0.3192,0.0000
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,ft-frozen,gap,0.9105,0.8360,0.0745,0.0186,0.1291,0.0000
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,ft-full,gap,0.9105,0.6385,0.2720,0.1697,0.3665,0.0000
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,ft-full,cls,0.8982,0.6890,0.2092,0.0823,0.2928,0.0000
5way_auc,dinov3_vitl16,logreg,cls,dinov3_vits16,ft-full,gap,0.8675,0.6385,0.2290,0.1259,0.3233,0.0000
5way_auc,dinov3_vits16,ft-frozen,gap,dinov3_vits16,ft-full,gap,0.8360,0.6385,0.1975,0.0758,0.3075,0.0000
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vits16,ft-full,gap,0.8675,0.6385,0.2290,0.1309,0.3195,0.0000
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,ft-full,cls,0.8935,0.6890,0.2045,0.1048,0.2913,0.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vitb16,ft-full,cls,0.9090,0.6890,0.2200,0.1067,0.3157,0.0000
5way_auc,dinov3_vits16,ft-full,cls,dinov3_vits16,ft-full,gap,0.8125,0.6385,0.1740,0.0777,0.2753,0.0000
5way_auc,cinema_pretrained,ft-full,cls,cinema_pretrained,ft-full,gap,0.8982,0.6232,0.2750,0.2102,0.3423,0.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vits16,ft-frozen,gap,0.9090,0.8360,0.0730,0.0212,0.1238,0.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vits16,ft-full,gap,0.9090,0.6385,0.2705,0.1541,0.3688,0.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vits16,logreg,cls,0.9090,0.8275,0.0815,0.0288,0.1326,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,logreg,gap,0.6232,0.8280,-0.2048,-0.3005,-0.0996,0.0000
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vits16,logreg,gap,0.9020,0.8280,0.0740,0.0229,0.1217,0.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vits16,logreg,gap,0.9090,0.8280,0.0810,0.0271,0.1335,0.0000
5way_auc,dinov3_vitl16,logreg,gap,dinov3_vits16,ft-full,gap,0.8500,0.6385,0.2115,0.1135,0.3058,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_large,ft-frozen,gap,0.6232,0.8405,-0.2172,-0.3066,-0.1101,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,logreg,cls,0.6232,0.8275,-0.2043,-0.3063,-0.0868,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_base,ft-full,gap,0.6232,0.7580,-0.1348,-0.2243,-0.0488,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,ft-full,cls,0.6232,0.8125,-0.1893,-0.2793,-0.0907,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,ft-frozen,gap,0.6232,0.8360,-0.2127,-0.3055,-0.1073,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,ft-frozen,cls,0.6232,0.8420,-0.2188,-0.3217,-0.1057,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitl16,logreg,gap,0.6232,0.8500,-0.2268,-0.3240,-0.1297,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitl16,logreg,cls,0.6232,0.8675,-0.2442,-0.3406,-0.1439,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitl16,ft-frozen,gap,0.6232,0.8540,-0.2307,-0.3184,-0.1407,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitl16,ft-frozen,cls,0.6232,0.8615,-0.2383,-0.3385,-0.1285,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitb16,logreg,gap,0.6232,0.9105,-0.2873,-0.3799,-0.2057,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitb16,logreg,cls,0.6232,0.9020,-0.2787,-0.3659,-0.1919,0.0000
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vits16,ft-full,gap,0.8477,0.6385,0.2092,0.1093,0.3102,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitb16,ft-frozen,gap,0.6232,0.9080,-0.2848,-0.3696,-0.2031,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitb16,ft-frozen,cls,0.6232,0.9090,-0.2858,-0.3710,-0.1981,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vit7b16,logreg,gap,0.6232,0.8675,-0.2442,-0.3268,-0.1539,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vit7b16,logreg,cls,0.6232,0.8570,-0.2338,-0.3267,-0.1410,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vit7b16,ft-frozen,gap,0.6232,0.8477,-0.2245,-0.3158,-0.1216,0.0000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vit7b16,ft-frozen,cls,0.6232,0.8148,-0.1915,-0.2835,-0.0869,0.0000
5way_auc,cinema_pretrained,ft-full,gap,cinema_pretrained,logreg,gap,0.6232,0.9055,-0.2823,-0.3488,-0.2112,0.0000
5way_auc,cinema_pretrained,ft-full,gap,cinema_pretrained,logreg,cls,0.6232,0.8935,-0.2703,-0.3442,-0.1903,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_base,logreg,gap,0.6232,0.8605,-0.2373,-0.3284,-0.1378,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_huge,ft-frozen,gap,0.6232,0.8195,-0.1963,-0.2814,-0.1032,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_huge,logreg,gap,0.6232,0.8200,-0.1967,-0.2858,-0.0867,0.0000
5way_auc,cinema_pretrained,ft-full,cls,sam_vit_base,ft-full,gap,0.8982,0.7580,0.1402,0.0335,0.2299,0.0000
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vits16,ft-full,gap,0.9000,0.6385,0.2615,0.1660,0.3676,0.0000
5way_auc,cinema_pretrained,ft-full,gap,sam_vit_base,ft-frozen,gap,0.6232,0.8605,-0.2373,-0.3299,-0.1325,0.0000
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitb16,ft-full,cls,0.8477,0.6890,0.1588,0.0631,0.2636,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_large,logreg,gap,0.6385,0.8255,-0.1870,-0.3060,-0.0691,0.0000
5way_auc,cinema_pretrained,ft-frozen,gap,cinema_pretrained,ft-full,gap,0.9000,0.6232,0.2768,0.2067,0.3516,0.0000
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vits16,ft-full,gap,0.8615,0.6385,0.2230,0.1172,0.3176,0.0000
5way_auc,dinov3_vitb16,ft-frozen,gap,sam_vit_base,ft-full,gap,0.9080,0.7580,0.1500,0.0591,0.2258,0.0000
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vits16,ft-full,gap,0.8840,0.6385,0.2455,0.1422,0.3520,0.0000
5way_auc,cinema_pretrained,logreg,cls,sam_vit_base,ft-full,gap,0.8935,0.7580,0.1355,0.0364,0.2188,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitb16,logreg,cls,0.6890,0.9020,-0.2130,-0.3041,-0.1038,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitb16,logreg,gap,0.6890,0.9105,-0.2215,-0.3165,-0.1228,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_large,ft-frozen,gap,0.6385,0.8405,-0.2020,-0.3229,-0.0771,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitl16,ft-frozen,cls,0.6890,0.8615,-0.1725,-0.2772,-0.0546,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitl16,logreg,cls,0.6890,0.8675,-0.1785,-0.2816,-0.0627,0.0000
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitb16,ft-full,cls,0.8840,0.6890,0.1950,0.0828,0.2876,0.0000
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,ft-full,gap,0.8540,0.6385,0.2155,0.1058,0.3070,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vits16,ft-full,cls,0.6890,0.8125,-0.1235,-0.2237,-0.0216,0.0000
5way_auc,cinema_pretrained,logreg,gap,sam_vit_base,ft-full,gap,0.9055,0.7580,0.1475,0.0602,0.2283,0.0000
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,ft-full,cls,0.9055,0.6890,0.2165,0.1206,0.3035,0.0000
5way_auc,cinema_pretrained,ft-frozen,cls,cinema_pretrained,ft-full,gap,0.8840,0.6232,0.2608,0.1743,0.3373,0.0000
5way_auc,cinema_pretrained,logreg,gap,dinov3_vits16,ft-full,gap,0.9055,0.6385,0.2670,0.1720,0.3698,0.0000
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitl16,ft-frozen,gap,0.6890,0.8540,-0.1650,-0.2644,-0.0538,0.0000
5way_auc,cinema_pretrained,logreg,cls,dinov3_vits16,ft-full,gap,0.8935,0.6385,0.2550,0.1507,0.3526,0.0000
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,ft-full,gap,0.9080,0.6385,0.2695,0.1743,0.3596,0.0000
5way_auc,dinov3_vitb16,logreg,gap,sam_vit_base,ft-full,gap,0.9105,0.7580,0.1525,0.0641,0.2273,0.0000
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vitb16,ft-full,cls,0.9080,0.6890,0.2190,0.1189,0.3129,0.0000
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,ft-full,cls,0.9000,0.6890,0.2110,0.1020,0.3006,0.0000
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,logreg,gap,0.9105,0.8280,0.0825,0.0306,0.1372,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_base,logreg,gap,0.6385,0.8605,-0.2220,-0.3277,-0.1271,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_base,ft-frozen,gap,0.6385,0.8605,-0.2220,-0.3283,-0.1200,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_huge,ft-frozen,gap,0.6385,0.8195,-0.1810,-0.2945,-0.0671,0.0000
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_huge,logreg,gap,0.6385,0.8200,-0.1815,-0.2945,-0.0714,0.0000
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,ft-full,gap,0.9055,0.7690,0.1365,0.0274,0.2313,0.0100
5way_auc,dinov3_vits16,ft-full,gap,dinov3_vits16,logreg,cls,0.6385,0.8275,-0.1890,-0.3031,-0.0675,0.0100
5way_auc,sam_vit_base,ft-full,gap,sam_vit_base,logreg,gap,0.7580,0.8605,-0.1025,-0.1824,-0.0206,0.0100
5way_auc,dinov3_vits16,ft-full,gap,dinov3_vits16,logreg,gap,0.6385,0.8280,-0.1895,-0.3014,-0.0719,0.0100
5way_auc,cinema_pretrained,logreg,gap,dinov3_vit7b16,ft-frozen,cls,0.9055,0.8148,0.0907,0.0156,0.1654,0.0100
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vitl16,logreg,gap,0.6890,0.8500,-0.1610,-0.2574,-0.0445,0.0100
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vits16,ft-frozen,cls,0.9090,0.8420,0.0670,0.0156,0.1143,0.0100
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vitb16,ft-full,gap,0.6232,0.7690,-0.1458,-0.2526,-0.0449,0.0100
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,logreg,cls,0.9105,0.8275,0.0830,0.0225,0.1512,0.0100
5way_auc,dinov3_vitb16,ft-full,gap,dinov3_vitb16,logreg,gap,0.7690,0.9105,-0.1415,-0.2203,-0.0345,0.0100
5way_auc,dinov3_vitb16,ft-full,cls,sam_vit_base,logreg,gap,0.6890,0.8605,-0.1715,-0.2865,-0.0404,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vitb16,ft-full,gap,0.9080,0.7690,0.1390,0.0388,0.2188,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,sam_vit_large,logreg,gap,0.9080,0.8255,0.0825,0.0138,0.1595,0.0100
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,ft-frozen,cls,0.9105,0.8420,0.0685,0.0096,0.1314,0.0100
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitb16,ft-frozen,gap,0.8148,0.9080,-0.0932,-0.1732,-0.0105,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,sam_vit_huge,logreg,gap,0.9080,0.8200,0.0880,0.0218,0.1582,0.0100
5way_auc,dinov3_vitb16,logreg,gap,sam_vit_large,logreg,gap,0.9105,0.8255,0.0850,0.0186,0.1618,0.0100
5way_auc,dinov3_vitb16,ft-full,gap,dinov3_vits16,ft-full,gap,0.7690,0.6385,0.1305,0.0357,0.2144,0.0100
5way_auc,dinov3_vitb16,logreg,cls,sam_vit_base,ft-full,gap,0.9020,0.7580,0.1440,0.0527,0.2218,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,logreg,gap,0.9080,0.8280,0.0800,0.0259,0.1364,0.0100
5way_auc,sam_vit_base,ft-frozen,gap,sam_vit_base,ft-full,gap,0.8605,0.7580,0.1025,0.0228,0.1831,0.0100
5way_auc,dinov3_vits16,ft-full,gap,sam_vit_base,ft-full,gap,0.6385,0.7580,-0.1195,-0.2147,-0.0240,0.0100
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitb16,logreg,gap,0.8148,0.9105,-0.0958,-0.1738,-0.0134,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,logreg,cls,0.9080,0.8275,0.0805,0.0216,0.1447,0.0100
5way_auc,dinov3_vitb16,ft-frozen,cls,sam_vit_base,ft-full,gap,0.9090,0.7580,0.1510,0.0596,0.2242,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,ft-frozen,gap,0.9080,0.8360,0.0720,0.0151,0.1269,0.0100
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,ft-frozen,cls,0.9080,0.8420,0.0660,0.0072,0.1267,0.0100
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,ft-full,gap,0.8148,0.6385,0.1763,0.0578,0.2888,0.0200
5way_auc,dinov3_vitb16,logreg,gap,sam_vit_huge,ft-frozen,gap,0.9105,0.8195,0.0910,0.0163,0.1654,0.0200
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,ft-full,gap,0.8935,0.7690,0.1245,0.0139,0.2179,0.0200
5way_auc,dinov3_vitb16,logreg,gap,sam_vit_huge,logreg,gap,0.9105,0.8200,0.0905,0.0159,0.1619,0.0200
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vits16,ft-frozen,cls,0.9020,0.8420,0.0600,0.0134,0.1107,0.0200
5way_auc,cinema_pretrained,logreg,gap,dinov3_vits16,ft-frozen,gap,0.9055,0.8360,0.0695,0.0052,0.1400,0.0200
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,ft-full,gap,0.8982,0.7690,0.1292,0.0134,0.2273,0.0200
5way_auc,dinov3_vitb16,ft-frozen,cls,sam_vit_huge,logreg,gap,0.9090,0.8200,0.0890,0.0103,0.1678,0.0200
5way_auc,cinema_pretrained,ft-frozen,cls,sam_vit_base,ft-full,gap,0.8840,0.7580,0.1260,0.0256,0.2117,0.0200
5way_auc,dinov3_vitb16,ft-frozen,gap,sam_vit_huge,ft-frozen,gap,0.9080,0.8195,0.0885,0.0169,0.1619,0.0200
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vitb16,ft-full,gap,0.9090,0.7690,0.1400,0.0278,0.2366,0.0200
5way_auc,dinov3_vit7b16,logreg,gap,sam_vit_base,ft-full,gap,0.8675,0.7580,0.1095,0.0175,0.1970,0.0200
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vits16,ft-frozen,cls,0.6890,0.8420,-0.1530,-0.2523,-0.0255,0.0200
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,ft-full,gap,0.9000,0.7690,0.1310,0.0163,0.2329,0.0200
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_base,ft-full,gap,0.8500,0.7580,0.0920,0.0097,0.1730,0.0200
5way_auc,dinov3_vitb16,ft-full,cls,sam_vit_base,ft-frozen,gap,0.6890,0.8605,-0.1715,-0.2854,-0.0405,0.0200
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vitb16,ft-full,cls,0.8570,0.6890,0.1680,0.0596,0.2583,0.0200
5way_auc,dinov3_vitb16,logreg,cls,sam_vit_huge,logreg,gap,0.9020,0.8200,0.0820,0.0087,0.1551,0.0200
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vits16,ft-frozen,gap,0.6890,0.8360,-0.1470,-0.2503,-0.0396,0.0200
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vits16,logreg,gap,0.6890,0.8280,-0.1390,-0.2452,-0.0251,0.0300
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitb16,ft-frozen,cls,0.8148,0.9090,-0.0942,-0.1675,-0.0038,0.0300
5way_auc,dinov3_vitb16,logreg,gap,sam_vit_large,ft-frozen,gap,0.9105,0.8405,0.0700,0.0053,0.1449,0.0300
5way_auc,dinov3_vitb16,ft-frozen,gap,sam_vit_large,ft-frozen,gap,0.9080,0.8405,0.0675,0.0023,0.1425,0.0300
5way_auc,cinema_pretrained,logreg,gap,dinov3_vits16,logreg,gap,0.9055,0.8280,0.0775,0.0127,0.1492,0.0300
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vit7b16,ft-frozen,cls,0.9000,0.8148,0.0852,0.0092,0.1647,0.0300
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vitl16,logreg,gap,0.9105,0.8500,0.0605,0.0027,0.1233,0.0300
5way_auc,dinov3_vitb16,ft-full,gap,dinov3_vitb16,logreg,cls,0.7690,0.9020,-0.1330,-0.2285,-0.0302,0.0300
5way_auc,dinov3_vitb16,ft-full,cls,sam_vit_large,ft-frozen,gap,0.6890,0.8405,-0.1515,-0.2670,-0.0161,0.0300
5way_auc,dinov3_vitb16,ft-frozen,cls,sam_vit_huge,ft-frozen,gap,0.9090,0.8195,0.0895,0.0128,0.1607,0.0300
5way_auc,dinov3_vitb16,logreg,cls,sam_vit_huge,ft-frozen,gap,0.9020,0.8195,0.0825,0.0038,0.1599,0.0300
5way_auc,dinov3_vit7b16,logreg,cls,sam_vit_base,ft-full,gap,0.8570,0.7580,0.0990,0.0137,0.1911,0.0300
5way_auc,dinov3_vitb16,ft-frozen,cls,sam_vit_large,logreg,gap,0.9090,0.8255,0.0835,0.0079,0.1688,0.0300
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitb16,ft-full,gap,0.8675,0.7690,0.0985,0.0144,0.1657,0.0300
5way_auc,dinov3_vits16,ft-frozen,cls,dinov3_vits16,logreg,cls,0.8420,0.8275,0.0145,0.0023,0.0286,0.0300
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_base,ft-full,gap,0.8540,0.7580,0.0960,0.0058,0.1828,0.0400
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vits16,ft-frozen,gap,0.9000,0.8360,0.0640,0.0045,0.1336,0.0400
5way_auc,cinema_pretrained,logreg,gap,dinov3_vits16,ft-full,cls,0.9055,0.8125,0.0930,0.0044,0.1675,0.0400
5way_auc,cinema_pretrained,logreg,cls,dinov3_vit7b16,ft-frozen,cls,0.8935,0.8148,0.0787,0.0003,0.1701,0.0400
5way_auc,dinov3_vitb16,ft-full,cls,dinov3_vits16,logreg,cls,0.6890,0.8275,-0.1385,-0.2423,-0.0132,0.0400
5way_auc,cinema_pretrained,logreg,gap,sam_vit_huge,ft-frozen,gap,0.9055,0.8195,0.0860,0.0024,0.1624,0.0400
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vits16,logreg,gap,0.9000,0.8280,0.0720,0.0117,0.1425,0.0400
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vitl16,logreg,gap,0.9080,0.8500,0.0580,0.0029,0.1201,0.0400
5way_auc,cinema_pretrained,logreg,gap,sam_vit_large,logreg,gap,0.9055,0.8255,0.0800,0.0002,0.1559,0.0400
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vits16,ft-full,cls,0.9080,0.8125,0.0955,0.0039,0.1708,0.0400
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitb16,logreg,cls,0.8148,0.9020,-0.0872,-0.1624,-0.0009,0.0400
5way_auc,dinov3_vitb16,logreg,cls,sam_vit_large,logreg,gap,0.9020,0.8255,0.0765,0.0011,0.1621,0.0400
5way_auc,dinov3_vitb16,logreg,gap,dinov3_vits16,ft-full,cls,0.9105,0.8125,0.0980,0.0018,0.1770,0.0500
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitb16,ft-full,gap,0.8477,0.7690,0.0787,0.0003,0.1631,0.0500
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitb16,ft-full,cls,0.8148,0.6890,0.1258,0.0059,0.2293,0.0500
5way_auc,dinov3_vitb16,ft-full,cls,sam_vit_huge,ft-frozen,gap,0.6890,0.8195,-0.1305,-0.2414,-0.0009,0.0500
5way_auc,cinema_pretrained,logreg,gap,sam_vit_huge,logreg,gap,0.9055,0.8200,0.0855,0.0010,0.1660,0.0500
5way_auc,cinema_pretrained,logreg,gap,dinov3_vits16,logreg,cls,0.9055,0.8275,0.0780,0.0107,0.1570,0.0500
