,cinema_pretrained_ft-frozen_cls,cinema_pretrained_ft-frozen_gap,cinema_pretrained_logreg_cls,cinema_pretrained_logreg_gap,dinov3_vit7b16_logreg_cls,dinov3_vitb16_ft-frozen_cls,dinov3_vitb16_ft-frozen_gap,dinov3_vitb16_logreg_cls,dinov3_vitb16_logreg_gap,dinov3_vitl16_ft-frozen_cls,dinov3_vitl16_ft-frozen_gap,dinov3_vitl16_logreg_cls,dinov3_vitl16_logreg_gap,dinov3_vits16_ft-frozen_cls,dinov3_vits16_ft-frozen_gap,dinov3_vits16_logreg_cls,dinov3_vits16_logreg_gap,sam_vit_base_ft-frozen_gap,sam_vit_base_logreg_gap,sam_vit_huge_ft-frozen_gap,sam_vit_huge_logreg_gap,sam_vit_large_ft-frozen_gap,sam_vit_large_logreg_gap
dinov3_vitl16_ft-frozen_gap,0.8641662404406816,0.44206833839416504,0.5223973804968411,0.2558750795433298,1.0,0.803619384765625,1.0,0.11531829833984375,0.8505540192127228,0.38331031799316406,1.0,0.5034446716308594,0.052478790283203125,0.26493089646101,0.28104151505976915,0.8388197422027588,0.720100131817162,0.5846647117286922,0.4995598332025112,0.7283324808813632,0.5846647117286922,0.47312965989112854,1.0
dinov3_vitl16_logreg_cls,0.39152830513194203,1.0,0.16275565745308995,0.5715881884098053,0.4048728942871094,0.8318119049072266,0.38331031799316406,0.480682373046875,0.210113525390625,1.0,0.5034446716308594,1.0,0.0025768280029296875,0.06142834573984146,0.7283324808813632,0.8450189828872681,0.2295229434967041,0.15158963203430176,0.10775214433670044,1.0,1.0,1.0,0.6636238098144531
dinov3_vitl16_logreg_gap,0.16863754391670227,0.013530986849218607,0.38331031799316406,0.0021024015732109547,0.049041748046875,0.042773945257067694,0.12207812070846558,0.0009122341871261597,0.11531829833984375,0.004077315330505371,0.052478790283203125,0.0025768280029296875,1.0,0.711071103811264,0.011507789735333063,0.042773945257067694,0.21003961563110352,0.28627872467041016,0.4048728942871094,0.040959591511636986,0.012540951371192932,0.016673847800120715,0.043285250663757324
dinov3_vits16_ft-frozen_cls,0.5327092552361137,0.050102459732443094,0.860050065908581,0.013530986849218607,0.34492845088243484,0.13604594767093658,0.30745625495910645,0.008130058646202087,0.38331031799316406,0.03569813817739487,0.26493089646101,0.06142834573984146,0.711071103811264,1.0,0.012540951371192932,0.049041748046875,0.4239501953125,0.6900379657745361,0.8450189828872681,0.09873714670538905,0.043285250663757324,0.050102459732443094,0.13380050659179688
dinov3_vits16_ft-frozen_gap,0.21102359760880063,0.8714146793645341,0.10380535550410741,1.0,0.24298495403490966,0.45825831964612007,0.1849333420395851,1.0,0.18774155899882317,0.8505540192127228,0.28104151505976915,0.7283324808813632,0.011507789735333063,0.012540951371192932,1.0,0.42435622215270996,0.12144948495551944,0.09887174959294498,0.06524533522315325,0.5966148958541453,0.711071103811264,0.8505540192127228,0.34492845088243484
dinov3_vits16_logreg_cls,0.6439689563703723,0.735878800856881,0.31050465907901537,0.34492845088243484,0.6900379657745361,1.0,0.6900379657745361,0.30745625495910645,0.5412561893463135,0.6900379657745361,0.8388197422027588,0.8450189828872681,0.042773945257067694,0.049041748046875,0.42435622215270996,1.0,0.2265625,0.36159460805356514,0.18924713134765625,1.0,0.8388197422027588,0.7011080384254456,1.0
dinov3_vits16_logreg_gap,1.0,0.22948101302608848,0.8388197422027588,0.052238985896110535,0.8238029479980469,0.47312965989112854,0.8388197422027588,0.06142834573984146,1.0,0.16863754391670227,0.720100131817162,0.2295229434967041,0.21003961563110352,0.4239501953125,0.12144948495551944,0.2265625,1.0,1.0,0.79052734375,0.34492845088243484,0.18924713134765625,0.21532714972272515,0.480682373046875
sam_vit_base_ft-frozen_gap,0.8505540192127228,0.10775214433670044,1.0,0.022655844688415527,0.6776394844055176,0.39152830513194203,0.7011080384254456,0.050102459732443094,0.8450189828872681,0.13604594767093658,0.5846647117286922,0.15158963203430176,0.28627872467041016,0.6900379657745361,0.09887174959294498,0.36159460805356514,1.0,1.0,1.0,0.21003961563110352,0.1849333420395851,0.12207812070846558,0.44206833839416504
sam_vit_base_logreg_gap,0.735878800856881,0.08715855330228806,1.0,0.010622024536132812,0.5234670639038086,0.3240086000878364,0.5846647117286922,0.040959591511636986,0.6476058959960938,0.09873714670538905,0.4995598332025112,0.10775214433670044,0.4048728942871094,0.8450189828872681,0.06524533522315325,0.18924713134765625,0.79052734375,1.0,1.0,0.20048842206597334,0.0931396484375,0.11018416518345475,0.210113525390625
sam_vit_huge_ft-frozen_gap,0.5514843298025198,0.860050065908581,0.24298495403490966,0.4995598332025112,0.5966148958541453,1.0,0.5715881884098053,0.45825831964612007,0.38331031799316406,0.8388197422027588,0.7283324808813632,1.0,0.040959591511636986,0.09873714670538905,0.5966148958541453,1.0,0.34492845088243484,0.21003961563110352,0.20048842206597334,1.0,1.0,0.803619384765625,0.8318119049072266
sam_vit_huge_logreg_gap,0.4613911821367651,1.0,0.14961278438568115,0.5966148958541453,0.42435622215270996,0.8450189828872681,0.42435622215270996,0.557197093963623,0.1795654296875,1.0,0.5846647117286922,1.0,0.012540951371192932,0.043285250663757324,0.711071103811264,0.8388197422027588,0.18924713134765625,0.1849333420395851,0.0931396484375,1.0,1.0,1.0,0.5078125
sam_vit_large_ft-frozen_gap,0.3712980344710104,1.0,0.14330665429588407,0.735878800856881,0.36159460805356514,0.6476058959960938,0.28627872467041016,0.6636238098144531,0.21003961563110352,1.0,0.47312965989112854,1.0,0.016673847800120715,0.050102459732443094,0.8505540192127228,0.7011080384254456,0.21532714972272515,0.12207812070846558,0.11018416518345475,0.803619384765625,1.0,1.0,0.5412561893463135
sam_vit_large_logreg_gap,0.7492586247608418,0.5966148958541453,0.36159460805356514,0.28104151505976915,0.8388197422027588,1.0,0.8318119049072266,0.24778856337070465,0.629058837890625,0.5412561893463135,1.0,0.6636238098144531,0.043285250663757324,0.13380050659179688,0.34492845088243484,1.0,0.480682373046875,0.44206833839416504,0.210113525390625,0.8318119049072266,0.5078125,0.5412561893463135,1.0
